#"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"
1000	2.0000000000000013	-670636.6641253824	275.19569508190375	428.45037061932373	0.9585547027563213
2000	3.999999999999781	-661648.1758441324	297.8771854723679	428.45037061932373	0.9585547027563213
3000	5.999999999999561	-658740.3809222574	298.41070226153334	428.45037061932373	0.9585547027563213
4000	7.999999999999341	-658550.1797503824	300.4763458842901	428.45037061932373	0.9585547027563213
5000	10.000000000000009	-657078.4942035074	301.3462859743124	428.45037061932373	0.9585547027563213
6000	12.000000000000677	-656696.5742816324	302.1893486442256	428.45037061932373	0.9585547027563213
7000	14.000000000001345	-657322.6524066324	300.6986084821074	428.45037061932373	0.9585547027563213
8000	16.00000000000201	-657124.1211566324	302.85194538233867	428.45037061932373	0.9585547027563213
9000	18.000000000000902	-656655.8320941324	300.03806171671454	428.45037061932373	0.9585547027563213
10000	19.999999999999794	-658040.8399066324	302.1080786146076	428.45037061932373	0.9585547027563213
11000	21.999999999998685	-657425.8906878824	301.5875222085288	428.45037061932373	0.9585547027563213
12000	23.999999999997577	-656132.5547503824	298.2557698788367	428.45037061932373	0.9585547027563213
13000	25.99999999999647	-657381.4512347574	299.7347113090766	428.45037061932373	0.9585547027563213
14000	27.99999999999536	-657444.1524066324	299.26558644079967	428.45037061932373	0.9585547027563213
15000	29.99999999999425	-658454.0117816324	300.42008552185825	428.45037061932373	0.9585547027563213
16000	31.999999999993143	-659697.8027972574	301.53467846729734	428.45037061932373	0.9585547027563213
17000	33.99999999999559	-657550.4004535074	300.6141268285611	428.45037061932373	0.9585547027563213
18000	35.99999999999803	-658830.7344378824	298.019157471978	428.45037061932373	0.9585547027563213
19000	38.000000000000476	-658337.5391253824	300.4111111968388	428.45037061932373	0.9585547027563213
20000	40.00000000000292	-659556.1582660074	302.55410712357053	428.45037061932373	0.9585547027563213
21000	42.000000000005365	-658988.0391253824	302.41388898950987	428.45037061932373	0.9585547027563213
22000	44.00000000000781	-658148.4063128824	301.28906895794455	428.45037061932373	0.9585547027563213
23000	46.00000000001025	-658614.8985003824	298.3380421173401	428.45037061932373	0.9585547027563213
24000	48.0000000000127	-656431.1504535074	301.92034666838805	428.45037061932373	0.9585547027563213
25000	50.00000000001514	-657844.5742816324	301.1031364322238	428.45037061932373	0.9585547027563213
26000	52.000000000017586	-656652.3047503824	299.8658640082191	428.45037061932373	0.9585547027563213
27000	54.00000000002003	-657617.8360003824	301.48684577049306	428.45037061932373	0.9585547027563213
28000	56.000000000022474	-657809.7012347574	304.0101571917683	428.45037061932373	0.9585547027563213
29000	58.00000000002492	-658495.6270160074	300.4549122806268	428.45037061932373	0.9585547027563213
30000	60.00000000002736	-658610.8594378824	301.1491013761053	428.45037061932373	0.9585547027563213
31000	62.00000000002981	-657793.9570941324	298.09250094041136	428.45037061932373	0.9585547027563213
32000	64.00000000003224	-658330.8652972574	298.55893806667734	428.45037061932373	0.9585547027563213
33000	66.00000000002758	-658494.4492816324	301.9997945000326	428.45037061932373	0.9585547027563213
34000	68.00000000002292	-658531.3828753824	300.5511015561528	428.45037061932373	0.9585547027563213
35000	70.00000000001826	-659156.4063128824	300.66858777049407	428.45037061932373	0.9585547027563213
36000	72.0000000000136	-658513.2051410074	300.6319388137521	428.45037061932373	0.9585547027563213
37000	74.00000000000894	-658169.8360003824	300.10607525607537	428.45037061932373	0.9585547027563213
38000	76.00000000000428	-657763.8770160074	299.4484440074401	428.45037061932373	0.9585547027563213
39000	77.99999999999962	-657790.4473285074	300.0378111644932	428.45037061932373	0.9585547027563213
40000	79.99999999999496	-658446.1641253824	301.0715440748583	428.45037061932373	0.9585547027563213
41000	81.9999999999903	-657725.9375628824	301.426485462621	428.45037061932373	0.9585547027563213
42000	83.99999999998563	-658129.5156878824	303.24948064773184	428.45037061932373	0.9585547027563213
43000	85.99999999998097	-657628.5215472574	299.6269282989442	428.45037061932373	0.9585547027563213
44000	87.99999999997631	-658263.2910785074	298.528985687488	428.45037061932373	0.9585547027563213
45000	89.99999999997165	-658561.2988910074	301.4131378624651	428.45037061932373	0.9585547027563213
46000	91.99999999996699	-658688.3926410074	301.62146064578513	428.45037061932373	0.9585547027563213
47000	93.99999999996233	-658804.9785785074	301.4484657256762	428.45037061932373	0.9585547027563213
48000	95.99999999995767	-657088.0625628824	298.64294139325557	428.45037061932373	0.9585547027563213
49000	97.999999999953	-658460.2402972574	299.213517133707	428.45037061932373	0.9585547027563213
50000	99.99999999994834	-657648.5762347574	296.404576180086	428.45037061932373	0.9585547027563213
