#"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"
51000	101.99999999994368	-869105.925294118	299.79485682390464	532.1516211249182	0.9963313657619915
52000	103.99999999993902	-870022.272006413	300.3527608145814	527.1867963377939	1.0057143979154657
53000	105.99999999993436	-870373.2940504551	302.2349880764687	525.7723510502932	1.0084199947157946
54000	107.9999999999297	-871031.2120910496	298.18924663894194	524.8970831106725	1.0101015390021841
55000	109.99999999992504	-871312.8692235611	298.5748619527261	523.4772902784838	1.0128411705993736
56000	111.99999999992038	-872156.137963146	300.38474212133923	521.5093627024484	1.0166631500542347
57000	113.99999999991572	-870452.2229054109	298.325025682456	521.8467809698631	1.0160057909765412
58000	115.99999999991105	-871756.0376202809	298.18125131225247	520.9857238835126	1.0176849905130896
59000	117.9999999999064	-870525.2153376029	297.71264026212543	521.7494943051142	1.0161952378583272
60000	119.99999999990173	-871520.1588056176	298.577550646657	523.6606955063298	1.0124864363845285
61000	121.99999999989707	-868794.233172649	300.2601777617214	522.7618604086994	1.0142273023769055
62000	123.99999999989241	-870764.7674393947	301.1642864735625	521.5554160741158	1.0165733786426705
63000	125.99999999988775	-868700.7456120742	300.5845191559208	520.9611214842909	1.0177330507068085
64000	127.99999999988309	-869343.6298090485	301.739737729894	522.3443511121865	1.0150379732047183
65000	129.99999999989262	-870076.3330914881	302.15450414629817	522.6487006391447	1.0144468948635463
66000	131.99999999990217	-871364.4550626334	300.2083142708951	520.8545931808615	1.0179412035706887
67000	133.99999999991172	-870468.9371570311	300.2086680464123	521.2163194128414	1.0172347482617692
68000	135.99999999992127	-871904.8064805781	300.38757232547715	520.3197393205159	1.0189875789840945
69000	137.99999999993082	-869726.258825385	299.7448683433196	523.3904272095955	1.013009264029824
70000	139.99999999994037	-870406.5415899474	300.335673457099	522.1788128548553	1.0153597549642859
71000	141.99999999994992	-870436.873808743	299.67092926021786	520.8124093736902	1.0180236529030593
72000	143.99999999995947	-869763.746962884	300.1963566584126	520.5705310119413	1.0184966683327017
73000	145.99999999996902	-871181.3900104631	300.02863168569235	519.8915672690318	1.0198267962932386
74000	147.99999999997857	-868247.1412319178	299.9608836741422	521.2269825795007	1.0172139378585956
75000	149.99999999998812	-870195.6086544245	298.8532479072369	521.3095018043216	1.0170529208325516
76000	151.99999999999767	-869818.29434261	301.8037710985132	522.777311960883	1.0141973252035847
77000	154.00000000000722	-869853.5782569763	302.46458838715307	522.4650701050812	1.014803442000842
78000	156.00000000001677	-870069.034762681	299.6046317282884	523.2354741942814	1.0133092605853793
79000	158.00000000002632	-871639.5081759859	298.9435314192347	522.8262546933186	1.0141023843166674
80000	160.00000000003587	-869408.9410689683	300.3353550591335	523.0350200225498	1.0136976132974593
81000	162.00000000004542	-871080.2022488429	300.6190476464028	523.5844620585402	1.0126338535396946
82000	164.00000000005497	-868428.2233028174	301.7332282603769	523.5862475173512	1.0126304004007998
83000	166.00000000006452	-869282.7796782241	300.7808291904335	522.5923674386089	1.0145562478581978
84000	168.00000000007407	-869159.9849426639	300.8901104477069	521.7116730810214	1.016268906418561
85000	170.00000000008362	-871025.7456969991	301.3815046411437	521.0477874322745	1.0175637710327339
86000	172.00000000009317	-870362.4540012758	299.9114612343847	521.0588929863094	1.0175420832550273
87000	174.00000000010272	-869345.917294153	299.37520830536266	522.7051041055095	1.014337429084728
88000	176.00000000011227	-869989.8743782672	299.21034891433203	521.5351120599689	1.0166129551156327
89000	178.00000000012182	-870245.0769814006	299.42746094925803	520.8755355699483	1.017900276095127
90000	180.00000000013137	-870967.939116762	299.6672499948387	521.2023512045098	1.0172620101243701
91000	182.00000000014091	-871468.7423569136	298.48606429790055	521.5948844792418	1.016496455859985
92000	184.00000000015046	-868527.3915940602	299.9979593483482	521.4672049771686	1.0167453416194434
93000	186.00000000016001	-870661.9889051812	301.23730574031947	521.8491902616629	1.0160011002450684
94000	188.00000000016956	-871555.1444549803	299.68543405642447	522.1117579048288	1.0154901578839621
95000	190.0000000001791	-872185.6707954234	298.70597115941274	521.5145611376033	1.016653015998824
96000	192.00000000018866	-870302.8971137423	300.4610515004064	522.5711514415627	1.0145974380813823
97000	194.0000000001982	-870876.131840474	301.3331435279379	521.7059743438945	1.0162800074019365
98000	196.00000000020776	-870391.2456274093	300.77831738426113	521.9112369884213	1.0158803142987516
99000	198.0000000002173	-870261.5261690104	300.5747903291969	523.1797680624513	1.0134171537851946
100000	200.00000000022686	-871580.5688903444	300.7417369957792	520.8119489614994	1.0180245528641703
