#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"	"Speed (ns/day)"	"Time Remaining"
46.0%	230000	460.0000000014683	-664262.9068209948	102780.1328125	-561482.7740084948	299.65719956277894	402.2504297964835	1.020988636016199	26	29:55
47.0%	235000	470.00000000151607	-662986.8674362483	103159.2734375	-559827.5939987483	300.76259040845184	401.85265000429837	1.0219992767260553	26	29:23
48.0%	240000	480.0000000015638	-665760.3806449198	102940.4375	-562819.9431449198	300.12457056550636	400.4093965920027	1.0256830163087245	26	28:50
49.0%	245000	490.00000000161157	-666545.3758041617	103137.71875	-563407.6570541617	300.6997473558408	400.85555610078757	1.0245414124971752	25.9	28:18
50.0%	250000	500.0000000016593	-665252.7154568415	102702.6484375	-562550.0670193415	299.43129256901454	401.02807410924737	1.0241006656879619	25.9	27:45
51.0%	255000	510.00000000170706	-664152.7621565298	104052.59375	-560100.1684065298	303.3670807494464	403.0489299908895	1.018965904869478	25.9	27:13
52.0%	260000	520.0000000015274	-665095.3462653393	103965.9375	-561129.4087653393	303.11443300042095	402.4286576482386	1.0205364599402533	25.9	26:40
53.0%	265000	530.0000000012909	-664329.9623317258	103782.640625	-560547.3217067258	302.5800278897435	401.22407959517056	1.0236003733106576	25.9	26:07
54.0%	270000	540.0000000010544	-663936.4389557634	103187.296875	-560749.1420807634	300.8442932100885	402.5241602949279	1.0202943280570493	25.9	25:35
55.0%	275000	550.000000000818	-663797.2562638456	103636.59375	-560160.6625138456	302.1542257782865	403.14603695816794	1.0187204635660518	25.9	25:02
56.0%	280000	560.0000000005815	-664138.4586976469	102678.921875	-561459.5368226469	299.3621173784457	401.05730189492016	1.0240260324756436	25.9	24:29
57.0%	285000	570.000000000345	-664832.5858834144	102221.1875	-562611.3983834144	298.02758513760546	401.76452143187714	1.022223456145762	25.9	23:56
58.0%	290000	580.0000000001086	-664267.1305352426	103487.4375	-560779.6930352426	301.7193582319113	401.5135779374755	1.0228623394618936	25.9	23:23
59.0%	295000	589.9999999998721	-663485.2468060558	102617.5625	-560867.6843060558	299.1832230923976	402.42339511183764	1.0205498056113405	25.9	22:49
60.0%	300000	599.9999999996356	-665694.2116600638	102904.875	-562789.3366600638	300.02088750081435	400.8250576516579	1.0246193690110053	25.8	22:16
61.0%	305000	609.9999999993992	-663331.6811784557	103021.2265625	-560310.4546159557	300.3601124310556	400.89734073875513	1.0244346268250002	25.8	21:44
62.0%	310000	619.9999999991627	-664316.7657696987	103243.90625	-561072.8595196987	301.009338791538	402.31265261700594	1.0208307270062762	25.8	21:12
63.0%	315000	629.9999999989262	-663970.137089625	103225.6015625	-560744.535527125	300.9559711683892	401.9439306617509	1.0217671827478179	25.8	20:39
64.0%	320000	639.9999999986898	-664164.8559562704	103270.4140625	-560894.4418937704	301.086622763089	400.19891897031096	1.0262224563512854	25.8	20:06
65.0%	325000	649.9999999984533	-665286.8123837588	103271.6953125	-562015.1170712588	301.09035826893466	400.543944490518	1.0253384760996276	25.8	19:33
66.0%	330000	659.9999999982168	-664440.120362882	102425.875	-562014.245362882	298.6243549739259	403.08853044447096	1.0188657990391967	25.7	19:00
67.0%	335000	669.9999999979804	-664059.9600812648	103174.9453125	-560885.0147687648	300.8082820226373	401.2750667732455	1.0234703116675774	25.7	18:27
68.0%	340000	679.9999999977439	-665260.1643968164	103399.5859375	-561860.5784593164	301.4632255292616	403.0934224127427	1.0188534340168847	25.7	17:54
69.0%	345000	689.9999999975074	-665127.6667953916	103243.5625	-561884.1042953916	301.00833658265265	401.44511487670314	1.0230367799617608	25.7	17:21
70.0%	350000	699.999999997271	-665295.9632279756	102764.21875	-562531.7444779756	299.61080184687876	400.7700118534971	1.0247601005760179	25.7	16:48
71.0%	355000	709.9999999970345	-664335.3606057409	102492.7421875	-561842.6184182409	298.8193073796155	403.0488329123323	1.0189661502981502	25.7	16:14
72.0%	360000	719.999999996798	-665766.501564654	103140.0	-562626.501564654	300.7063983784441	400.4622864688274	1.025547552245748	25.7	15:41
73.0%	365000	729.9999999965615	-664378.5466566738	103282.3359375	-561096.2107191738	301.12138118943346	401.153675962411	1.0237800181427839	25.7	15:07
74.0%	370000	739.9999999963251	-665394.6980334157	102923.921875	-562470.7761584157	300.07641898405666	401.407640191623	1.0231322888094156	25.7	14:34
75.0%	375000	749.9999999960886	-665230.938089875	102347.2734375	-562883.664652375	298.3951908012839	402.2461405596246	1.0209995230369768	25.7	14:00
76.0%	380000	759.9999999958521	-665623.5615203143	103045.4296875	-562578.1318328143	300.43067704757925	400.6444374606545	1.02508129217487	25.7	13:27
77.0%	385000	769.9999999956157	-664461.1410144693	103678.4375	-560782.7035144693	302.27622193261215	401.7528258798958	1.0222532144120338	25.7	12:54
78.0%	390000	779.9999999953792	-665420.7862350061	103659.34375	-561761.4424850061	302.22055378452177	402.25155871068245	1.0209857706237768	25.7	12:21
79.0%	395000	789.9999999951427	-664738.0646926416	103026.265625	-561711.7990676416	300.37480390221685	400.89181480783554	1.0244487477293698	25.6	11:47
80.0%	400000	799.9999999949063	-664138.2701932508	103534.96875	-560603.3014432508	301.8579363877958	401.4935264486818	1.022913423505312	25.6	11:14
81.0%	405000	809.9999999946698	-664110.9334602188	103663.25	-560447.6834602188	302.2319425218561	400.68899463467807	1.0249673017081105	25.6	10:40
82.0%	410000	819.9999999944333	-664997.4172412404	103334.8671875	-561662.5500537404	301.2745369291059	400.7576110989958	1.0247918100135383	25.6	10:07
83.0%	415000	829.9999999941969	-665463.7006975934	102575.5	-562888.2006975934	299.0605891687812	401.67335847654675	1.0224554578688132	25.6	9:33
84.0%	420000	839.9999999939604	-664265.0257517444	103022.7578125	-561242.2679392444	300.3645768160906	401.2841627205362	1.0234471125661093	25.6	8:59
85.0%	425000	849.9999999937239	-664262.2296660617	102823.3671875	-561438.8624785617	299.7832501075956	401.54567330985316	1.0227805825165242	25.6	8:26
86.0%	430000	859.9999999934874	-664723.2545554005	102323.9296875	-562399.3248679005	298.3271317069738	400.9104542578195	1.0244011182375679	25.6	7:52
87.0%	435000	869.999999993251	-664923.2204108438	103499.671875	-561423.5485358438	301.75502775724254	401.3520419940311	1.0232740205192463	25.6	7:19
88.0%	440000	879.9999999930145	-665485.0938729756	101905.40625	-563579.6876229756	297.10691961149587	401.5780778940312	1.0226980511700534	25.6	6:45
89.0%	445000	889.999999992778	-665841.7014579335	103220.015625	-562621.6858329335	300.93968527400114	400.51036549270356	1.0254244410119355	25.6	6:11
90.0%	450000	899.9999999925416	-664593.2388448487	102522.9296875	-562070.3091573487	298.9073195417354	399.8818518697356	1.027036150139236	25.6	5:37
91.0%	455000	909.9999999923051	-666654.6639442481	103332.8203125	-563321.8436317481	301.26856923074274	401.4506799175964	1.0230225982906351	25.6	5:04
92.0%	460000	919.9999999920686	-664287.0392551641	102930.765625	-561356.2736301641	300.09637205186647	402.1052473508538	1.0213572699201672	25.6	4:30
93.0%	465000	929.9999999918322	-665882.831676221	103283.84375	-562598.987926221	301.12577724204453	401.72464679060334	1.022324920653706	25.5	3:56
94.0%	470000	939.9999999915957	-665901.2472560005	102568.453125	-563332.7941310005	299.04004388663003	401.0119112218783	1.0241419423265128	25.5	3:22
95.0%	475000	949.9999999913592	-666358.0296961311	102981.984375	-563376.0453211311	300.2457011757946	401.94606744246505	1.021761750943436	25.5	2:49
96.0%	480000	959.9999999911228	-665542.4376750081	103528.3125	-562014.1251750081	301.83852997937805	402.22975874097386	1.0210411058106665	25.5	2:15
97.0%	485000	969.9999999908863	-664343.7648850614	103372.78125	-560970.9836350614	301.3850760136732	402.8879769412693	1.0193729799852282	25.5	1:41
98.0%	490000	979.9999999906498	-664393.8817990515	103019.390625	-561374.4911740515	300.3547597245084	401.3981328001029	1.0231565224030765	25.5	1:07
99.0%	495000	989.9999999904134	-665530.570580544	102553.6640625	-562976.906518044	298.99692612708213	401.8614425547981	1.021976915834216	25.5	0:33
100.0%	500000	999.9999999901769	-665880.7363360715	104350.078125	-561530.6582110715	304.2344014298818	401.5291995913582	1.0228225445940409	25.5	0:00
101.0%	505000	1009.9999999899404	-666180.7082744516	102419.59375	-563761.1145244516	298.60604188429227	399.7234293948835	1.0274431956029306	25.5	23:59:27
102.0%	510000	1019.999999989704	-664293.0452043079	102794.890625	-561498.1545793079	299.70022621242816	401.07096514633247	1.0239911470654537	25.5	23:58:53
103.0%	515000	1029.9999999894676	-665612.6341314889	103553.71875	-562058.9153814889	301.91260232700074	400.7037075961357	1.0249296671563968	25.5	23:58:19
104.0%	520000	1039.9999999892311	-665133.6168586719	104016.046875	-561117.5699836719	303.26052772294616	401.89836288997463	1.0218830320721526	25.5	23:57:45
105.0%	525000	1049.9999999889947	-664650.1611841288	103017.5625	-561632.5986841288	300.3494297954359	400.01129077698135	1.0267038134276456	25.5	23:57:11
106.0%	530000	1059.9999999887582	-665167.0051930435	102622.0390625	-562544.9661305435	299.19627458538275	401.1712593423692	1.0237351457531663	25.5	23:56:37
107.0%	535000	1069.9999999885217	-664604.8075223723	102507.65625	-562097.1512723723	298.86278957875805	401.56967790142653	1.022719443861134	25.5	23:56:03
108.0%	540000	1079.9999999882853	-664046.9229484061	103671.78125	-560375.1416984061	302.2568155241944	402.5258764194149	1.0202899781451982	25.5	23:55:29
109.0%	545000	1089.9999999880488	-664303.8024891904	103796.125	-560507.6774891904	302.61934181102174	400.470531169837	1.0255264387497947	25.5	23:54:55
110.0%	550000	1099.9999999878123	-664609.2039556503	103592.8203125	-561016.3836431503	302.02660358771766	401.812175153647	1.0221022235023083	25.5	23:54:21
111.0%	555000	1109.9999999875758	-665117.0829382474	102793.1875	-562323.8954382474	299.6952607229503	401.82594985584365	1.0220671855617562	25.5	23:53:47
112.0%	560000	1119.9999999873394	-663570.7588134017	103184.3515625	-560386.4072509017	300.8357061021384	400.94164282929626	1.0243214318092098	25.5	23:53:13
113.0%	565000	1129.999999987103	-664415.247661924	102479.4375	-561935.810161924	298.7805173402546	401.7590971716561	1.0222372574661782	25.5	23:52:39
114.0%	570000	1139.9999999868664	-664458.338000305	102774.5625	-561683.775500305	299.64095922334013	402.0379165267296	1.0215283205198298	25.5	23:52:05
115.0%	575000	1149.99999998663	-664103.5447680932	102247.9140625	-561855.6307055932	298.10550687844716	400.94509540304085	1.0243126112865946	25.5	23:51:31
116.0%	580000	1159.9999999863935	-665507.5145401754	102607.125	-562900.3895401754	299.15279238624015	399.94066605961837	1.0268851169878792	25.4	23:50:57
117.0%	585000	1169.999999986157	-665432.533254249	102529.8203125	-562902.712941749	298.9274092743932	401.3633815662512	1.0232451103341385	25.4	23:50:23
118.0%	590000	1179.9999999859206	-663894.3515499593	103781.5625	-560112.7890499593	302.57688459823925	402.1714454956564	1.0211891526726435	25.4	23:49:49
119.0%	595000	1189.999999985684	-666312.3878800985	103192.6875	-563119.7003800985	300.86000966761	401.245197665156	1.0235464998576007	25.4	23:49:15
